Title,DOI,URL,QuerySets,Sources,From_Scopus,From_IEEE_Xplore,From_ScienceDirect,source
Enhanced Deepfake Detection with LSTM and ResNeXt Integration,10.1109/ICDT63985.2025.10986702,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10986702,C,,0,0,0,IEEE Xplore
Enhanced deepfake detection via dynamic data augmentation and spatiotemporal attention,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024347588&partnerID=40&md5=dfbab16a02c2f9e55ed2f36bf6dc384b,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024347588&partnerID=40&md5=dfbab16a02c2f9e55ed2f36bf6dc384b,C,,0,0,0,Scopus
Enhancing Accuracy in Image Recognition for Deepfaked Images using Convolutional Networks Compared with LSTM Algorithm,10.1109/ICIDCA66325.2025.11280513,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11280513,C,,0,0,0,IEEE Xplore
Enhancing Authenticity Verification with Transfer Learning and Ensemble Techniques in Facial Feature-Based Deepfake Detection,10.1109/ICPRS62101.2024.10677831,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10677831,C,,0,0,0,IEEE Xplore
Enhancing Authenticity Verification with Transfer Learning and Ensemble Techniques in Facial Feature-Based Deepfake Detection,,,A,IEEE Xplore,0,1,0,
Enhancing DeepFake Detection through Deep Learning and Explainable AI,10.1109/AIMV66517.2025.11203343,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11203343,C,,0,0,0,IEEE Xplore
Enhancing Deepfake Detection Through Dynamics of Facial Expressions,10.1109/ICICV64824.2025.11085942,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11085942,C,,0,0,0,IEEE Xplore
Enhancing Deepfake Detection Through Dynamics of Facial Expressions,,,B,"IEEE Xplore, Scopus",1,1,0,
Enhancing Deepfake Detection Through Hybrid MobileNet-LSTM Model with Real-Time Image and Video Analysis,10.1109/ICUIS64676.2024.10867159,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10867159,C,,0,0,0,IEEE Xplore
Enhancing Deepfake Detection with a Hybrid CNN-BiLSTM Approach,10.1109/ISCMI63661.2024.10851512,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10851512,C,,0,0,0,IEEE Xplore
Enhancing Deepfake Video Detection: A Hybrid CNN-LSTM Approach,10.1109/TIACOMP64125.2024.00031,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10742777,C,,0,0,0,IEEE Xplore
Enhancing Resilience of Deepfake Detection using Adversarial Frequency Masking,,,B,Scopus,1,0,0,
Enhancing the Detection of Deepfake Audio Using Explainable AI Techniques for Secure and Trustworthy Applications,10.1109/ICAMIDA64673.2025.11209741,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11209741,C,,0,0,0,IEEE Xplore
Evading Deepfake Detectors via Adversarially Degrading and Restoring Forged Images,,,B,"IEEE Xplore, Scopus",1,1,0,
Evaluating Models for Deepfake Detection: A Comparative Study,10.1109/ICICNIS64247.2024.10823264,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10823264,C,,0,0,0,IEEE Xplore
ExplaNET: A Descriptive Framework for Detecting Deepfakes With Interpretable Prototypes,10.1109/TBIOM.2024.3407650,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10542403,C,,0,0,0,IEEE Xplore
Explainable deepfake detection across different modalities: An overview of methods and challenges,,,B,ScienceDirect,0,0,1,
Exploiting Facial Relationships and Feature Aggregation for Multi-Face Forgery Detection,,,B,IEEE Xplore,0,1,0,
Exploiting spatiotemporal inconsistencies to detect deepfake videos in the wild,,,A,IEEE Xplore,0,1,0,
Exploiting spatiotemporal inconsistencies to detect deepfake videos in the wild,10.1109/ICETET-SIP-2254415.2022.9791719,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9791719,C,,0,0,0,IEEE Xplore
Exploring coordinated motion patterns of facial landmarks for deepfake video detection,,,A,Scopus,1,0,0,
Exploring the Adversarial Robustness of CLIP for AI-generated Image Detection,,,B,IEEE Xplore,0,1,0,
Exploring the Impact of Moire Pattern on Deepfake Detectors,,,B,IEEE Xplore,0,1,0,
"Exploring the Landscape of Compressed DeepFakes: Generation, Dataset and Detection",,,A|B,ScienceDirect,0,0,1,
Exposing Audio-Visual Forgeries in Frequency Domain,,,B,Scopus,1,0,0,
Exposing Deep Fakes Using Inconsistent Head Poses,,,A,"IEEE Xplore, Scopus",1,1,0,
Exposing DeepFake Videos Using Attention Based Convolutional LSTM Network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114146226&partnerID=40&md5=4ed867b68b7307466f84115a1f21d6f3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114146226&partnerID=40&md5=4ed867b68b7307466f84115a1f21d6f3,C,,0,0,0,Scopus
Exposing Deepfake Face Forgeries With Guided Residuals,,,A,IEEE Xplore,0,1,0,
Extending the theory of information poverty to deepfake technology,,,B,ScienceDirect,0,0,1,
FA3-CLIP: Frequency-Aware Cues Fusion and Attack-Agnostic Prompt Learning for Unified Face Attack Detection,,,B,IEEE Xplore,0,1,0,
FAClue: Exploring Frequency Clues by Adaptive Frequency-Attention for Deepfake Detection,,,B,"IEEE Xplore, Scopus",1,1,0,
FALCON: Frequency-Aware Lightweight Convolutional Optimized Network,,,B,"IEEE Xplore, Scopus",1,1,0,
FCD-Net: Learning to Detect Multiple Types of Homologous Deepfake Face Images,,,B,"IEEE Xplore, Scopus",1,1,0,
FDS_2D: rethinking magnitude-phase features for DeepFake detection,,,B,Scopus,1,0,0,
FETNet: frequency-enhanced transformer network for face forgery detection,,,B,Scopus,1,0,0,
FLAG: frequency-based local and global network for face forgery detection,,,B,Scopus,1,0,0,
FSSPOTTER: Spotting Face-Swapped Video by Spatial and Temporal Clues,10.1109/ICME46284.2020.9102914,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9102914,C,,0,0,0,IEEE Xplore
FTA-DFI: a framework for generalizable deepfake detection based on distinctive features from various manipulations compared to genuine images,,,B,Scopus,1,0,0,
FTDKD: Frequency-Time Domain Knowledge Distillation for Low-Quality Compressed Audio Deepfake Detection,,,B,IEEE Xplore,0,1,0,
Face Forgery Detection Algorithm Based on Improved MobileViT Network,,,B,IEEE Xplore,0,1,0,
Face Forgery Detection via Multi-Feature Fusion and Local Enhancement,,,B,IEEE Xplore,0,1,0,
Face Swapping Attack Detection Using Multistream Feature Embeddings,,,B,IEEE Xplore,0,1,0,
Face forgery detection with a fused attention mechanism,,,B,IEEE Xplore,0,1,0,
Facial Segmentation in Deepfake Classification: a Transfer Learning Approach,,,A,ScienceDirect,0,0,1,
FairSSD: Understanding Bias in Synthetic Speech Detectors,10.1109/CVPRW63382.2024.00445,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10677928,C,,0,0,0,IEEE Xplore
FairSSD: Understanding Bias in Synthetic Speech Detectors,,,B,IEEE Xplore,0,1,0,
Fake Face Detection Based on Fusion of Spatial Texture and High-Frequency Noise,,,B,IEEE Xplore,0,1,0,
Fake face detection in video using shallow deep learning architectures,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147539891&partnerID=40&md5=5c086fb8ad5e36b81cd3217cc01c1713,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147539891&partnerID=40&md5=5c086fb8ad5e36b81cd3217cc01c1713,C,,0,0,0,Scopus
Fake news or real? Detecting deepfake videos using geometric facial structure and graph neural network,,,A|C,Scopus,1,0,0,Scopus
FakeFormer: Transformer-Based Lightweight Deepfake Video Detection Model,10.1109/ISEAE64934.2025.11042069,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11042069,C,,0,0,0,IEEE Xplore
Fighting Deepfake by Exposing the Convolutional Traces on Images,,,B,IEEE Xplore,0,1,0,
Fighting Malicious Media Data: A Survey on Tampering Detection and Deepfake Detection,,,A,IEEE Xplore,0,1,0,
Fighting Malicious Media Data: A Survey on Tampering Detection and Deepfake Detection,10.1109/JPROC.2025.3576367,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11048678,C,,0,0,0,IEEE Xplore
Flexible Multi-Modality Deepfake Identification with Dynamic Learning and Cross-Modality Inconsistency,10.1109/ICAECA63854.2025.11012276,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11012276,C,,0,0,0,IEEE Xplore
Fooling the Forgers: A Multi-Stage Framework for Audio Deepfake Detection,10.1109/ICASSP49660.2025.10888175,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10888175,C,,0,0,0,IEEE Xplore
Forensic Challenges in Face Manipulated Videos,10.1109/MAPR67746.2025.11134019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11134019,C,,0,0,0,IEEE Xplore
Forensics and Analysis of Deepfake Videos,10.1109/ICICS49469.2020.239493,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9078989,C,,0,0,0,IEEE Xplore
ForgeryDetect: AI-driven Deep Fake Identification,10.1109/ICRISST59181.2024.10922001,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10922001,C,,0,0,0,IEEE Xplore
Fourier-Based GAN Fingerprint Detection Using ResNet50,,,B,"IEEE Xplore, Scopus",1,1,0,
Frame-to-Utterance Convergence: A Spectra-Temporal Approach for Unified Spoofing Detection,10.1109/ICASSP48485.2024.10447500,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10447500,C,,0,0,0,IEEE Xplore
Frame-to-Utterance Convergence: A Spectra-Temporal Approach for Unified Spoofing Detection,,,B,IEEE Xplore,0,1,0,
FreqDebias: Towards Generalizable Deepfake Detection via Consistency-Driven Frequency Debiasing,,,B,IEEE Xplore,0,1,0,
FreqFaceNet: an enhanced transformer architecture with dual-order frequency attention for deepfake detection,,,B,Scopus,1,0,0,
Frequency Domain Filtered Residual Network for Deepfake Detection,,,B,Scopus,1,0,0,
Frequency domain deepfake detection based on two-stream neural network,,,B,Scopus,1,0,0,
Frequency-Assisted Temporal Upsampling Artifacts Representation Learning for Face Forgery Detection,,,B,IEEE Xplore,0,1,0,
Frequency-Domain Masking and Spatial Interaction for Generalizable Deepfake Detection,,,B,Scopus,1,0,0,
From Deepfakes to Digital Truths: The Role of Watermarking in AI-Generated Image Verification,,,B,IEEE Xplore,0,1,0,
GAN and ResNet based Combination Deep Learning Model for Recognizing Fake Faces,10.1109/ICIMIA67127.2025.11200763,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11200763,C,,0,0,0,IEEE Xplore
GANK: Dynamic Geometric and Appearance Features for Efficient and Robust Detection of Face Forgery,,,A,Scopus,1,0,0,
GASGM-GFT: Gaussian Attenuation Singing Graph Model and Graph Fourier Transform for Singing Voice Deepfake Detection,,,B,IEEE Xplore,0,1,0,
GASGM-GFT: Gaussian Attenuation Singing Graph Model and Graph Fourier Transform for Singing Voice Deepfake Detection,10.1109/IJCNN64981.2025.11228680,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11228680,C,,0,0,0,IEEE Xplore
GC-ConsFlow: Leveraging Optical Flow Residuals and Global Context for Robust Deepfake Detection,10.1109/ICME59968.2025.11209351,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11209351,C,,0,0,0,IEEE Xplore
GC-ConsFlow: Leveraging Optical Flow Residuals and Global Context for Robust Deepfake Detection,,,B,IEEE Xplore,0,1,0,
GTA-Net: A Robust Method for Deepfake Face Image Detection,,,B,IEEE Xplore,0,1,0,
GenAI mirage: The impostor bias and the deepfake detection challenge in the era of artificial illusions,,,B,ScienceDirect,0,0,1,
Generalizable Audio Deepfake Detection via Latent Space Refinement and Augmentation,,,B,IEEE Xplore,0,1,0,
Generalizable Deepfake Detection With Phase-Based Motion Analysis,10.1109/TIP.2024.3441821,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10685029,C,,0,0,0,IEEE Xplore
Generalizable Deepfake Detection With Phase-Based Motion Analysis,,,B,IEEE Xplore,0,1,0,
Generalizable deepfake detection framework using hybrid convolution-based EfficientNetB7 with attention mechanism,,,A,Scopus,1,0,0,
Generalizable face forgery detection based on adaptive spatial-frequency information mining,,,B,Scopus,1,0,0,
"Generation and detection of manipulated multimodal audiovisual content: Advances, trends and open challenges",,,A|B,ScienceDirect,0,0,1,
Guardian AI: Synthetic Media Forensics through Multimodal Fusion and Advanced Machine Learning,,,B,IEEE Xplore,0,1,0,
Guardian AI: Synthetic Media Forensics through Multimodal Fusion and Advanced Machine Learning,10.1109/ICC-ROBINS60238.2024.10533980,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10533980,C,,0,0,0,IEEE Xplore
HSFF-Net: Hierarchical spectral-feature fusion network for deepfake detection and localization,,,B|C,Scopus,1,0,0,Scopus
Harmonizing Dynamic Frequency Analysis with Attention Mechanisms for Efficient Facial Image Authenticity Detection,,,B,"IEEE Xplore, Scopus",1,1,0,
HiTAL: Hierarchical Thumbnail and Latent Augmentation for Deepfake Detection,,,B,IEEE Xplore,0,1,0,
Hiding Faces in Plain Sight: Defending DeepFakes by Disrupting Face Detection,10.1109/TDSC.2025.3592230,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11106399,C,,0,0,0,IEEE Xplore
Hierarchical ST-CEN with Dynamic Attention Mechanisms for Enhanced Deepfake Image Detection,10.1109/ICI3C60830.2023.00078,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10729784,C,,0,0,0,IEEE Xplore
Hierarchical supervisions with two-stream network for Deepfake detection,,,B,Scopus,1,0,0,
Hubert-Derived SSL Features and ECAPA-TDNN Matching for Robust Audio Deepfake Detection,,,B,IEEE Xplore,0,1,0,
Hybrid CNN–Transformer Ensemble for Robust Deepfake Video Detection,,,B,IEEE Xplore,0,1,0,
Hybrid Deep Learning for Detecting Fake Medical Images and Heart Sounds,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007621674&partnerID=40&md5=5f5c40a5aa0ce64f83d8e0d9d2cae980,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007621674&partnerID=40&md5=5f5c40a5aa0ce64f83d8e0d9d2cae980,C,,0,0,0,Scopus
Hybrid Deepfake Detection System: Leveraging AlexNet and LSTM Networks for Enhanced Video Authentication,10.1109/ESIC64052.2025.10962665,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10962665,C,,0,0,0,IEEE Xplore
Hybrid Deepfake Detection Using ResNet50 and Vision Transformer for Enhanced Feature Extraction,10.1109/ICOA66896.2025.11236531,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11236531,C,,0,0,0,IEEE Xplore
Hybrid Deepfake Detection Utilizing MLP and LSTM,10.1109/ICECCME57830.2023.10252552,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10252552,C,,0,0,0,IEEE Xplore
Hybrid Federated Deepfake Detection via Residual-Aware Temporal Modeling and Privacy-Preserving Learning,10.1109/ACROSET66531.2025.11280626,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11280626,C,,0,0,0,IEEE Xplore
Hybrid Recurrent Deep Learning Model for DeepFake Video Detection,10.1109/UPCON52273.2021.9667632,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9667632,C,,0,0,0,IEEE Xplore
"HybridNet: Advancing Deepfake Detection Through Residual, SE, and Depthwise Convolutions",,,B,IEEE Xplore,0,1,0,
"ISBN 9780443366864,",10.1016/B978-0-443-36686-4.00013-4,https://doi.org/10.1016/B978-0-443-36686-4.00013-4,C,,0,0,0,ScienceDirect
"ISSN 0167-4048,",10.1016/j.cose.2023.103617,https://doi.org/10.1016/j.cose.2023.103617,C,,0,0,0,ScienceDirect
"ISSN 0167-6393,",10.1016/j.specom.2023.03.003,https://doi.org/10.1016/j.specom.2023.03.003,C,,0,0,0,ScienceDirect
"ISSN 0167-739X,",10.1016/j.future.2025.107877,https://doi.org/10.1016/j.future.2025.107877,C,,0,0,0,ScienceDirect
"ISSN 0169-2607,",10.1016/j.cmpb.2023.107745,https://doi.org/10.1016/j.cmpb.2023.107745,C,,0,0,0,ScienceDirect
"ISSN 0262-8856,",10.1016/j.imavis.2025.105738,https://doi.org/10.1016/j.imavis.2025.105738,C,,0,0,0,ScienceDirect
"ISSN 0306-4573,",10.1016/j.ipm.2025.104473,https://doi.org/10.1016/j.ipm.2025.104473,C,,0,0,0,ScienceDirect
"ISSN 0925-2312,",10.1016/j.neucom.2024.129116,https://doi.org/10.1016/j.neucom.2024.129116,C,,0,0,0,ScienceDirect
"ISSN 0952-1976,",10.1016/j.engappai.2021.104456,https://doi.org/10.1016/j.engappai.2021.104456,C,,0,0,0,ScienceDirect
"ISSN 0957-4174,",10.1016/j.eswa.2024.123756,https://doi.org/10.1016/j.eswa.2024.123756,C,,0,0,0,ScienceDirect
"ISSN 1077-3142,",10.1016/j.cviu.2022.103525,https://doi.org/10.1016/j.cviu.2022.103525,C,,0,0,0,ScienceDirect
"ISSN 1084-8045,",10.1016/j.jnca.2021.103112,https://doi.org/10.1016/j.jnca.2021.103112,C,,0,0,0,ScienceDirect
"ISSN 1110-0168,",10.1016/j.aej.2025.01.012,https://doi.org/10.1016/j.aej.2025.01.012,C,,0,0,0,ScienceDirect
"ISSN 1319-1578,",10.1016/j.jksuci.2021.07.010,https://doi.org/10.1016/j.jksuci.2021.07.010,C,,0,0,0,ScienceDirect
"ISSN 1468-4527,",10.1108/OIR-06-2024-0388,https://doi.org/10.1108/OIR-06-2024-0388,C,,0,0,0,ScienceDirect
"ISSN 1546-2218,",10.32604/cmc.2024.048238,https://doi.org/10.32604/cmc.2024.048238,C,,0,0,0,ScienceDirect
"ISSN 1566-2535,",10.1016/j.inffus.2023.102103,https://doi.org/10.1016/j.inffus.2023.102103,C,,0,0,0,ScienceDirect
"ISSN 1568-4946,",10.1016/j.asoc.2020.107050,https://doi.org/10.1016/j.asoc.2020.107050,C,,0,0,0,ScienceDirect
"ISSN 1574-0137,",10.1016/j.cosrev.2025.100866,https://doi.org/10.1016/j.cosrev.2025.100866,C,,0,0,0,ScienceDirect
"ISSN 1877-0509,",10.1016/j.procs.2023.12.099,https://doi.org/10.1016/j.procs.2023.12.099,C,,0,0,0,ScienceDirect
"ISSN 2212-8271,",10.1016/j.procir.2020.04.109,https://doi.org/10.1016/j.procir.2020.04.109,C,,0,0,0,ScienceDirect
"ISSN 2214-2126,",10.1016/j.jisa.2024.103935,https://doi.org/10.1016/j.jisa.2024.103935,C,,0,0,0,ScienceDirect
"ISSN 2215-0161,",10.1016/j.mex.2025.103632,https://doi.org/10.1016/j.mex.2025.103632,C,,0,0,0,ScienceDirect
"ISSN 2405-8440,",10.1016/j.heliyon.2024.e40699,https://doi.org/10.1016/j.heliyon.2024.e40699,C,,0,0,0,ScienceDirect
"ISSN 2543-9251,",10.1016/j.dim.2025.100099,https://doi.org/10.1016/j.dim.2025.100099,C,,0,0,0,ScienceDirect
"ISSN 2590-1230,",10.1016/j.rineng.2025.104752,https://doi.org/10.1016/j.rineng.2025.104752,C,,0,0,0,ScienceDirect
"ISSN 2666-2256,",10.1016/j.fri.2025.200647,https://doi.org/10.1016/j.fri.2025.200647,C,,0,0,0,ScienceDirect
"ISSN 2667-0968,",10.1016/j.jjimei.2025.100356,https://doi.org/10.1016/j.jjimei.2025.100356,C,,0,0,0,ScienceDirect
"ISSN 2667-3053,",10.1016/j.iswa.2025.200529,https://doi.org/10.1016/j.iswa.2025.200529,C,,0,0,0,ScienceDirect
"ISSN 2772-5030,",10.1016/j.teler.2024.100146,https://doi.org/10.1016/j.teler.2024.100146,C,,0,0,0,ScienceDirect
"ISSN 2949-7191,",10.1016/j.nlp.2024.100059,https://doi.org/10.1016/j.nlp.2024.100059,C,,0,0,0,ScienceDirect
ISTVT: Interpretable Spatial-Temporal Video Transformer for Deepfake Detection,,,B,IEEE Xplore,0,1,0,
Identification of Deepfakes using Strategic Models and Architectures,,,A|B,"IEEE Xplore; IEEE Xplore, Scopus",1,1,0,
Identification of Deepfakes using Strategic Models and Architectures,10.1109/ICSCDS56580.2023.10104880,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10104880,C,,0,0,0,IEEE Xplore
Identifying Machine Generated Tweets: Deepfake Detection on Social Media,10.1109/DELCON64804.2024.10866921,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10866921,C,,0,0,0,IEEE Xplore
Identity-Referenced Deepfake Detection with Contrastive Learning,,,B,Scopus,1,0,0,
Impact of AI on the Cyber Kill Chain: A Systematic Review,,,A,ScienceDirect,0,0,1,
Implementation of Deep Learning Method for Forgery Detection on Social Media,10.1109/IDCIoT59759.2024.10467237,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10467237,C,,0,0,0,IEEE Xplore
Implementation of Robust Deepfake Detection via 3D Residual Attention Densenet with Pyramid Dilation Network,10.1109/ICSCSA66339.2025.11171276,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11171276,C,,0,0,0,IEEE Xplore
Improved Deepfake Detection with Optimized Preprocessing for Low-Quality Images,,,B,ScienceDirect,0,0,1,
Improving DeepFake Video Detection Performance with a Noval Deep Learning Approach,10.1109/ICEEM58740.2023.10319524,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10319524,C,,0,0,0,IEEE Xplore
Improving Deepfake Detectors against Real-world Perturbations with Amplitude-Phase Switch Augmentation,,,B,Scopus,1,0,0,
Improving Fairness in Synthetic Speech Detectors,10.1109/IEEECONF60004.2024.10942853,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10942853,C,,0,0,0,IEEE Xplore
Improving Generalization in Facial Manipulation Detection Using Image Noise Residuals and Temporal Features,10.1109/ICIP49359.2023.10222043,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10222043,C,,0,0,0,IEEE Xplore
Improving Generalization in Facial Manipulation Detection Using Image Noise Residuals and Temporal Features,,,B,IEEE Xplore,0,1,0,
Improving Generalization of Deepfake Detection With Data Farming and Few-Shot Learning,10.1109/TBIOM.2022.3143404,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9684526,C,,0,0,0,IEEE Xplore
"Improving Video Vision Transformer for Deepfake Video Detection Using Facial Landmark, Depthwise Separable Convolution and Self Attention",,,A,"IEEE Xplore, Scopus",1,1,0,
Incorporating Psychological and Behavioral Cues for Enhanced Deepfake Detection,10.1109/OTCON65728.2025.11071123,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11071123,C,,0,0,0,IEEE Xplore
Integrating GLCM Texture Analysis for Improved Deepfake Detection on CelebDF(v2) Dataset,,,B,IEEE Xplore,0,1,0,
Interactive Two-Stream Network Across Modalities for Deepfake Detection,10.1109/TCSVT.2023.3269841,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10107603,C,,0,0,0,IEEE Xplore
Interactive Two-Stream Network Across Modalities for Deepfake Detection,,,B,"IEEE Xplore, Scopus",1,1,0,
Investigating the Impact of Visual Attention Models in Face Forgery Detection,10.1109/ICAISC58445.2023.10199338,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10199338,C,,0,0,0,IEEE Xplore
Investigating voiced and unvoiced regions of speech for audio deepfake detection,10.1109/ICASSP49660.2025.10890861,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10890861,C,,0,0,0,IEEE Xplore
It Wasn’t Me: Irregular Identity in Deepfake Videos,10.1109/ICIP49359.2023.10222654,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10222654,C,,0,0,0,IEEE Xplore
LGDF-Net: Local and Global Feature-Based Dual-Branch Fusion Networks for Deepfake Detection,,,B,IEEE Xplore,0,1,0,
LampMark: Proactive Deepfake Detection via Training-Free Landmark Perceptual Watermarks,,,A,Scopus,1,0,0,
Learned Image Compression for Deepfake Detection,,,B,IEEE Xplore,0,1,0,
Learning Generalizable Representations for Deepfake Detection with Realistic Sample Generation and Dual Augmentation,,,B,IEEE Xplore,0,1,0,
Learning Local Texture and Global Frequency Clues for Face Forgery Detection,,,B,Scopus,1,0,0,
Learning to Listen and Listening to Learn: Spoofed Audio Detection Through Linguistic Data Augmentation,10.1109/ISI58743.2023.10297267,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10297267,C,,0,0,0,IEEE Xplore
Leveraging Acoustic Features and Deep Neural Architectures for Audio Deepfake Detection,10.1109/ICACC63692.2024.10845392,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10845392,C,,0,0,0,IEEE Xplore
Leveraging Deep Learning Methods for Detecting Deepfake Speeches,10.1109/ICMI65310.2025.11141035,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11141035,C,,0,0,0,IEEE Xplore
Leveraging Deep Learning Methods for Detecting Deepfake Speeches,,,B,IEEE Xplore,0,1,0,
Leveraging Pixel Difference Feature for Deepfake Detection,,,B,IEEE Xplore,0,1,0,
Leveraging Spatial-Temporal Illumination Features and Convolution-Transformer Hybrid Networks for Deepfake Video Detection,10.1109/TCE.2025.3624764,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11215793,C,,0,0,0,IEEE Xplore
Leveraging facial landmarks improves generalization ability for deepfake detection,,,A,Scopus,1,0,0,
Leveraging temporal attention and bidirectional modeling for robust deepfake video detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021244301&partnerID=40&md5=c9780b50f99ee54d84524e35d6c27c58,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021244301&partnerID=40&md5=c9780b50f99ee54d84524e35d6c27c58,C,,0,0,0,Scopus
LiSiam: Localization Invariance Siamese Network for Deepfake Detection,,,B,Scopus,1,0,0,
Lightweight and Accurate: Deepfake Detection using Binary Neural Networks and Vision Transformer,,,B,IEEE Xplore,0,1,0,
Local Region Frequency Guided Dynamic Inconsistency Network for Deepfake Video Detection,,,B,IEEE Xplore,0,1,0,
Local frequency analysis for diffusion-generated image detection,,,B,Scopus,1,0,0,
Localization of Deepfake Facial Images Through U-NET Architecture,,,A,"IEEE Xplore, Scopus",1,1,0,
Low Resolution Deepfake Face Detection using Multi-Scale Discrete Cosine Transform and Vision Transformer,,,B,IEEE Xplore,0,1,0,
M2TR: Multi-modal Multi-scale Transformers for Deepfake Detection,,,B,Scopus,1,0,0,
MC-LCR: Multimodal contrastive classification by locally correlated representations for effective face forgery detection,,,B,Scopus,1,0,0,
MCDF: Multimodal information fusion and causal analysis for election misinformation detection,,,B,ScienceDirect,0,0,1,
